file_name,file_num,field_name,field_num,cat1,cat2,cat3,cat4,cat5,start_dt,end_dt,rec_cnt,null_cnt,null_cnt_pct,space_cnt,space_cnt_pct,spchr_cnt,spchr_cnt_pct,alpnmc_cnt,alpnmc_cnt_pct,numrc_cnt,numrc_cnt_pct,date_cnt,date_cnt_pct,curr_cnt,curr_cnt_pct,negcurr_cnt,negcurr_cnt_pct,poscurr_cnt,poscurr_cnt_pct,mdlspce_cnt,mdlspce_cnt_pct,mdldash_cnt,mdldash_cnt_pct,min_len,min_len_pct,max_len,max_len_pct,ledspc,ledspc_pct,uniqu,uniqu_pct
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,DESYNPUF_ID,1,beneficiary,,,,,2026-06-30 19:00:45,2026-06-30 19:00:47,116395,0,0.0,0,0.0,0,0.0,116395,100.0,76,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,116395,100.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENE_BIRTH_DT,2,beneficiary,,,,,2026-06-30 19:00:47,2026-06-30 19:00:47,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,900,0.77
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENE_DEATH_DT,3,beneficiary,,,,,2026-06-30 19:00:47,2026-06-30 19:00:47,116395,114618,98.47,0,0.0,0,0.0,1777,1.53,1777,1.53,1777,1.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1777,1.53,1777,1.53,0,0.0,12,0.01
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENE_SEX_IDENT_CD,4,beneficiary,,,,,2026-06-30 19:00:47,2026-06-30 19:00:47,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENE_RACE_CD,5,beneficiary,,,,,2026-06-30 19:00:47,2026-06-30 19:00:47,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,4,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENE_ESRD_IND,6,beneficiary,,,,,2026-06-30 19:00:47,2026-06-30 19:00:47,116395,0,0.0,0,0.0,0,0.0,116395,100.0,108141,92.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_STATE_CODE,7,beneficiary,,,,,2026-06-30 19:00:47,2026-06-30 19:00:47,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,21076,18.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,52,0.04
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENE_COUNTY_CD,8,beneficiary,,,,,2026-06-30 19:00:47,2026-06-30 19:00:47,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,19253,16.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,314,0.27
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENE_HI_CVRAGE_TOT_MONS,9,beneficiary,,,,,2026-06-30 19:00:47,2026-06-30 19:00:48,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10250,8.81,106145,91.19,0,0.0,13,0.01
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENE_SMI_CVRAGE_TOT_MONS,10,beneficiary,,,,,2026-06-30 19:00:48,2026-06-30 19:00:48,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16830,14.46,99565,85.54,0,0.0,13,0.01
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENE_HMO_CVRAGE_TOT_MONS,11,beneficiary,,,,,2026-06-30 19:00:48,2026-06-30 19:00:48,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,92847,79.77,23548,20.23,0,0.0,13,0.01
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,PLAN_CVRG_MOS_NUM,12,beneficiary,,,,,2026-06-30 19:00:48,2026-06-30 19:00:48,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,4910,4.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,13,0.01
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_ALZHDMTA,13,beneficiary,,,,,2026-06-30 19:00:48,2026-06-30 19:00:48,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_CHF,14,beneficiary,,,,,2026-06-30 19:00:48,2026-06-30 19:00:48,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_CHRNKIDN,15,beneficiary,,,,,2026-06-30 19:00:48,2026-06-30 19:00:48,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_CNCR,16,beneficiary,,,,,2026-06-30 19:00:48,2026-06-30 19:00:48,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_COPD,17,beneficiary,,,,,2026-06-30 19:00:48,2026-06-30 19:00:49,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_DEPRESSN,18,beneficiary,,,,,2026-06-30 19:00:49,2026-06-30 19:00:49,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_DIABETES,19,beneficiary,,,,,2026-06-30 19:00:49,2026-06-30 19:00:49,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_ISCHMCHT,20,beneficiary,,,,,2026-06-30 19:00:49,2026-06-30 19:00:49,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_OSTEOPRS,21,beneficiary,,,,,2026-06-30 19:00:49,2026-06-30 19:00:49,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_RA_OA,22,beneficiary,,,,,2026-06-30 19:00:49,2026-06-30 19:00:49,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,SP_STRKETIA,23,beneficiary,,,,,2026-06-30 19:00:49,2026-06-30 19:00:49,116395,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116395,100.0,116395,100.0,0,0.0,2,0.0
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,MEDREIMB_IP,24,beneficiary,,,,,2026-06-30 19:00:49,2026-06-30 19:00:49,116395,0,0.0,0,0.0,116395,100.0,0,0.0,116395,100.0,6985,6.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.01,100964,86.74,67,0.06,0,0.0,2048,1.76
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENRES_IP,25,beneficiary,,,,,2026-06-30 19:00:49,2026-06-30 19:00:50,116395,0,0.0,0,0.0,116395,100.0,0,0.0,116395,100.0,15657,13.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,100660,86.48,78,0.07,0,0.0,142,0.12
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,PPPYMT_IP,26,beneficiary,,,,,2026-06-30 19:00:50,2026-06-30 19:00:50,116395,0,0.0,0,0.0,116395,100.0,0,0.0,116395,100.0,263,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,115760,99.45,1,0.0,0,0.0,72,0.06
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,MEDREIMB_OP,27,beneficiary,,,,,2026-06-30 19:00:50,2026-06-30 19:00:50,116395,0,0.0,0,0.0,116395,100.0,0,0.0,116395,100.0,19282,16.57,0,0.0,0,0.0,0,0.0,0,0.0,47,0.04,57229,49.17,663,0.57,0,0.0,1461,1.26
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,BENRES_OP,28,beneficiary,,,,,2026-06-30 19:00:50,2026-06-30 19:00:50,116395,0,0.0,0,0.0,116395,100.0,0,0.0,116395,100.0,6088,5.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61754,53.06,11,0.01,0,0.0,633,0.54
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,PPPYMT_OP,29,beneficiary,,,,,2026-06-30 19:00:50,2026-06-30 19:00:50,116395,0,0.0,0,0.0,116395,100.0,0,0.0,116395,100.0,713,0.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,113877,97.84,42,0.04,0,0.0,71,0.06
DE1_0_2008_Beneficiary_Summary_File_Sample_2.csv,1,MEDREIMB_CAR,30,beneficiary,,,,,2026-06-30 19:00:50,2026-06-30 19:00:50,116395,0,0.0,0,0.0,116395,100.0,0,0.0,116395,100.0,44436,38.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31602,27.15,376,0.32,0,0.0,1224,1.05
